Discipline,Gender,Event,phase,type,order,ENG Description,FRA Description,KOR Description,ENG longdescription,FRA longdescription,KOR longdescription,ENG phase Description,FRA phase Description,KOR phase Description,Old DDGEEEP
SBD,W,SS----------------,VICT,6,V,Ladies' SS Victory Ceremony,"Slopestyle F, cérémonie des vainqueurs",여자 슬로프스타일 메달 시상식,Ladies' Slopestyle Victory Ceremony,"Slopestyle femmes, cérémonie des vainqueurs",여자 슬로프스타일 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SBW070M
SBD,W,SS----------------,----,8,,Ladies' Slopestyle,Slopestyle femmes,여자 슬로프스타일,Ladies' Slopestyle,Slopestyle femmes,여자 슬로프스타일,,,,SBW0700
SJP,-,------------------,DRAW,7,D,Ski Jumping Draw,"Saut à ski, tirage au sort",스키점프 추첨,Ski Jumping Draw,"Saut à ski, tirage au sort",스키점프 추첨,Draw,Tirage au sort,추첨,SJ0000E
SJP,-,------------------,MEET,9,M,Ski Jumping TCM,"Saut à ski, réunion des chefs d'équipe",스키점프 대표자회의,"Ski Jumping, Team Captain Meeting","Saut à ski, réunion des chefs d'équipe",스키점프 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,SJ0000T
SJP,-,------------------,----,8,,Ski Jumping,Saut à ski,스키점프,Ski Jumping,Saut à ski,스키점프,,,,SJ00000
SJP,-,CANCEL------------,----,3,,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,,,,
SJP,M,------------------,MEET,9,M,Men's Ski Jumping TCM,"Saut à ski hommes, réun. chefs d'équipe",스키점프 남자 대표자회의,"Men's Ski Jumping, Team Captain Meeting","Saut à ski hommes, réunion des chefs d'équipe",스키점프 남자 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,SJM000T
SJP,M,------------------,----,8,,Men's Ski Jumping,Saut à ski hommes,스키점프 남자 대표자회의,Men's Ski Jumping,Saut à ski hommes,스키점프 남자 대표자회의,,,,SJM0000
SJP,M,LH----------------,FNL-,3,1,Men's Large Hill Individual,Grand tremplin individuel hommes,남자 라지힐 개인,Men's Large Hill Individual,Grand tremplin individuel hommes,남자 라지힐 개인,,,,SJM0901
SJP,M,LH----------------,QUAL,3,8,Men's LH Individual Qualification Round,"GT ind. hommes, qualifications",남자 라지힐 개인 예선 라운드,Men's Large Hill Individual Qualification Round,"Grand tremplin individuel hommes, qualifications",남자 라지힐 개인 예선 라운드,Qualification,Qualification,예선 라운드,SJM0909
SJP,M,LH----------------,TRNO,1,T,Men's LH Official Training,"Grand tremplin hommes, entr. officiel",남자 라지힐 공식 연습,Men's Large Hill Official Training,"Grand tremplin hommes, entraînement officiel",남자 라지힐 공식 연습,Official Training,Entraînement officiel,공식연습,SJM090O
SJP,M,LH----------------,VICT,6,V,Men's LH Individual Victory Ceremony,"GT ind. hommes, cérémonie des vainqueurs",남자 라지힐 개인 메달 시상식,Men's Large Hill Individual Victory Ceremony,"Grand tremplin individuel hommes, cérémonie des vainqueurs",남자 라지힐 개인 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SJM090M
SJP,M,LH----------------,----,8,,Men's Large Hill Individual,Grand tremplin individuel hommes,남자 라지힐 개인,Men's Large Hill Individual,Grand tremplin individuel hommes,남자 라지힐 개인,,,,SJM0900
SJP,M,LHTEAM4-----------,FNL-,3,1,Men's Team,Par équipes hommes,남자 팀,Men's Team,Par équipes hommes,남자 팀,,,,SJM4901
SJP,M,LHTEAM4-----------,VICT,6,V,Men's Team Victory Ceremony,"Par équipes hommes, cérémonie vainqueurs",남자 팀 메달 시상식,Men's Team Victory Ceremony,"Par équipes hommes, cérémonie des vainqueurs",남자 팀 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SJM490M
SJP,M,LHTEAM4-----------,----,8,,Men's Team,Par équipes hommes,남자 팀,Men's Team,Par équipes hommes,남자 팀,,,,SJM4900
SJP,M,NH----------------,FNL-,3,1,Men's NH Individual,Tremplin normal individuel hommes,남자 노멀힐 개인,Men's Normal Hill Individual,Tremplin normal individuel hommes,남자 노멀힐 개인,,,,SJM0701
SJP,M,NH----------------,QUAL,3,8,Men's NH Individual Qualification Round,"TN ind. hommes, qualifications",남자 노멀힐 개인 예선 경기,Men's Normal Hill Individual Qualification Round,"Tremplin normal individuel hommes, qualifications",남자 노멀힐 개인 예선 경기,Qualification,Qualification,예선 라운드,SJM0709
SJP,M,NH----------------,TRNO,1,T,Men's NH Official Training,"Tremplin normal hommes, entr. officiel",남자 노멀힐 개인 공식 연습,Men's Normal Hill Official Training,"Tremplin normal hommes, entraînement officiel",남자 노멀힐 개인 공식 연습,Official Training,Entraînement officiel,공식연습,SJM070O
SJP,M,NH----------------,VICT,6,V,Men's NH Individual Victory Ceremony,"TN ind. hommes, cérémonie des vainqueurs",남자 노멀힐 개인 메달 시상식,Men's Normal Hill Individual Victory Ceremony,"Tremplin normal individuel hommes, cérémonie des vainqueurs",남자 노멀힐 개인 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SJM070M
SJP,M,NH----------------,----,8,,Men's Normal Hill Individual,Tremplin normal individuel hommes,남자 노멀힐 개인,Men's Normal Hill Individual,Tremplin normal individuel hommes,남자 노멀힐 개인,,,,SJM0700
SJP,W,------------------,MEET,9,M,Ladies' Ski Jumping TCM,"Saut à ski femmes, réun. chefs d'équipe",스키점프 여자 대표자회의,"Ladies' Ski Jumping, Team Captain Meeting","Saut à ski femmes, réunion des chefs d'équipe",스키점프 여자 대표자회의,Team Captain Meeting,Réunion des chefs d'équipe,대표자회의,SJW000T
SJP,W,------------------,----,8,,Ladies' Ski Jumping,Saut à ski femmes,스키점프 여자 대표자회의,Ladies' Ski Jumping,Saut à ski femmes,스키점프 여자 대표자회의,,,,SJW0000
SJP,W,NH----------------,FNL-,3,1,Ladies' NH Individual,Tremplin normal individuel femmes,여자 노멀힐 개인,Ladies' Normal Hill Individual,Tremplin normal individuel femmes,여자 노멀힐 개인,,,,SJW0701
SJP,W,NH----------------,TRNO,1,T,Ladies' NH Official Training,"Tremplin normal femmes, entr. officiel",여자 노멀힐 개인 공식 연습,Ladies' Normal Hill Official Training,"Tremplin normal femmes, entraînement officiel",여자 노멀힐 개인 공식 연습,Official Training,Entraînement officiel,공식연습,SJW070O
SJP,W,NH----------------,VICT,6,V,Ladies' NH Individual Victory Ceremony,"TN ind. femmes, cérémonie des vainqueurs",여자 노멀힐 개인 메달 시상식,Ladies' Normal Hill Individual Victory Ceremony,"Tremplin normal individuel femmes, cérémonie des vainqueurs",여자 노멀힐 개인 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SJW070M
SJP,W,NH----------------,----,8,,Ladies' Normal Hill Individual,Tremplin normal individuel femmes,여자 노멀힐 개인,Ladies' Normal Hill Individual,Tremplin normal individuel femmes,여자 노멀힐 개인,,,,SJW0700
SKN,-,------------------,DRAW,7,D,Skeleton Draw,"Skeleton, tirage au sort",스켈레톤 추첨,Skeleton Draw,"Skeleton, tirage au sort",스켈레톤 추첨,Draw,Tirage au sort,추첨,SN0000E
SKN,-,------------------,MEET,9,M,"Skeleton, Team Captain Meeting","Skeleton, réunion des chefs d'équipe","스켈레톤, 팀대표자회의","Skeleton, Team Captain Meeting","Skeleton, réunion des chefs d'équipe","스켈레톤, 팀대표자회의",Team Captain Meeting,Réunion des chefs d'équipe,팀대표자회의,SN0000T
SKN,-,------------------,----,8,,Skeleton,Skeleton,스켈레톤,Skeleton,Skeleton,스켈레톤,,,,SN00000
SKN,-,CANCEL------------,----,3,,No competition,Pas de compétition,경기 없음,No competition,Pas de compétition,경기 없음,,,,
SKN,M,------------------,----,8,,Men's Skeleton,Skeleton hommes,스켈레톤 남자경기,Men's Skeleton,Skeleton hommes,스켈레톤 남자경기,,,,SNM0000
SKN,M,SINGLES-----------,FNL-,3,1,Men,Hommes,남자,Men,Hommes,남자,,,,SNM0011
SKN,M,SINGLES-----------,TRNO,1,T,Men Official Training,Entraînement officiel hommes,남자 공식 연습,Men Official Training,Entraînement officiel hommes,남자 공식 연습,Official Training,Entraînement officiel,공식연습,SNM001O
SKN,M,SINGLES-----------,VICT,6,V,Men Victory Ceremony,"Cérémonie des vainqueurs, hommes",남자 메달 시상식,Men Victory Ceremony,"cérémonie des vainqueurs, hommes",남자 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SNM001M
SKN,M,SINGLES-----------,----,8,,Men,Hommes,남자,Men,Hommes,남자,,,,SNM0010
SKN,W,------------------,----,8,,Women's Skeleton,Skeleton femmes,스켈레톤 여자경기,Women's Skeleton,Skeleton femmes,스켈레톤 여자경기,,,,SNW0000
SKN,W,SINGLES-----------,FNL-,3,1,Women,Femmes,여자,Women,Femmes,여자,,,,SNW0011
SKN,W,SINGLES-----------,TRNO,1,T,Women Official Training,Entraînement officiel femmes,여자 공식 연습,Women Official Training,Entraînement officiel femmes,여자 공식 연습,Official Training,Entraînement officiel,공식연습,SNW001O
SKN,W,SINGLES-----------,VICT,6,V,Women Victory Ceremony,"Cérémonie des vainqueurs, femmes",여자 메달 시상식,Women Victory Ceremony,"cérémonie des vainqueurs, femmes",여자 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SNW001M
SKN,W,SINGLES-----------,----,8,,Women,Femmes,여자,Women,Femmes,여자,,,,SNW0010
SKT,-,------------------,----,8,,Skating,Patinage,스케이팅,Skating,Patinage,스케이팅,,,,SK00000
SSK,-,------------------,DRAW,7,D,Speed Skating Draw,"Patinage de vitesse, tirage au sort",스피드 스케이팅 조추첨,Speed Skating Draw,"Patinage de vitesse, tirage au sort",스피드 스케이팅 조추첨,Draw,Tirage au sort,조추첨,SS0000E
SSK,-,------------------,MEET,9,M,Speed Skating TLM,"Patinage de vitesse, réun. chefs d'équ.",스피드 스케이팅 대표자회의,Speed Skating Team Leaders Meeting,"Patinage de vitesse, réunion des chefs d'équipe",스피드 스케이팅 대표자회의,Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SS0000T
SSK,-,------------------,----,8,,Speed Skating,Patinage de vitesse,스피드 스케이팅,Speed Skating,Patinage de vitesse,스피드 스케이팅,,,,SS00000
SSK,-,TEAMPU------------,DRAW,7,D,Team Pursuit Draw,"Poursuite par équipes, tirage au sort",팀 추월 조추첨,Team Pursuit Draw,"Poursuite par équipes, tirage au sort",팀 추월 조추첨,Draw,Tirage au sort,조추첨,
SSK,M,------------------,----,8,,Men's Speed Skating,Patinage de vitesse hommes,스피드 스케이팅 남자,Men's Speed Skating,Patinage de vitesse hommes,스피드 스케이팅 남자,,,,SSM0000
SSK,M,10000M------------,FNL-,3,1,"Men's 10,000m",10 000 m hommes,"남자 10,000m ","Men's 10,000m",10 000 m hommes,"남자 10,000m ",,,,SSM1001
SSK,M,10000M------------,DRAW,7,D,"Men's 10,000m Draw","10 000 m hommes, tirage au sort","남자 10,000m 조추첨","Men's 10,000m Draw","10 000 m hommes, tirage au sort","남자 10,000m 조추첨",Draw,Tirage au sort,조추첨,SSM100E
SSK,M,10000M------------,MEET,9,M,"Men's 10,000m TLM","10 000 m hommes, réunion chefs d'équipe","남자 10,000m 대표자회의","Men's 10,000m Team Leaders Meeting","10 000 m hommes, réunion des chefs d'équipe","남자 10,000m 대표자회의",Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSM100T
SSK,M,10000M------------,VICT,6,V,"Men's 10,000m Victory Ceremony","10 000 m hommes, cérémonie vainqueurs","남자 10,000m 메달 시상식","Men's 10,000m Victory Ceremony","10 000 m hommes, cérémonie des vainqueurs","남자 10,000m 메달 시상식",Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSM100M
SSK,M,10000M------------,----,8,,"Men's 10,000m",10 000 m hommes,"남자 10,000m","Men's 10,000m",10 000 m hommes,"남자 10,000m",,,,SSM1000
SSK,M,1000M-------------,FNL-,3,1,"Men's 1,000m",1 000 m hommes,"남자 1,000m","Men's 1,000m",1 000 m hommes,"남자 1,000m",,,,SSM0101
SSK,M,1000M-------------,DRAW,7,D,"Men's 1,000m Draw","1 000 m hommes, tirage au sort","남자 1,000m 조추첨","Men's 1,000m Draw","1 000 m hommes, tirage au sort","남자 1,000m 조추첨",Draw,Tirage au sort,조추첨,SSM010E
SSK,M,1000M-------------,MEET,9,M,"Men's 1,000m TLM","1 000 m hommes, réunion chefs d'équipe","남자 1,000m 대표자회의","Men's 1,000m Team Leaders Meeting","1 000 m hommes, réunion des chefs d'équipe","남자 1,000m 대표자회의",Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSM010T
SSK,M,1000M-------------,VICT,6,V,"Men's 1,000m Victory Ceremony","1 000 m hommes, cérémonie des vainqueurs","남자 1,000m 메달 시상식","Men's 1,000m Victory Ceremony","1 000 m hommes, cérémonie des vainqueurs","남자 1,000m 메달 시상식",Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSM010M
SSK,M,1000M-------------,----,8,,"Men's 1,000m",1 000 m hommes,"남자 1,000m","Men's 1,000m",1 000 m hommes,"남자 1,000m",,,,SSM0100
SSK,M,1500M-------------,FNL-,3,1,"Men's 1,500m",1 500 m hommes,"남자 1,500m","Men's 1,500m",1 500 m hommes,"남자 1,500m",,,,SSM0151
SSK,M,1500M-------------,DRAW,7,D,"Men's 1,500m Draw","1 500 m hommes, tirage au sort","남자 1,500m 조추첨","Men's 1,500m Draw","1 500 m hommes, tirage au sort","남자 1,500m 조추첨",Draw,Tirage au sort,조추첨,SSM015E
SSK,M,1500M-------------,MEET,9,M,"Men's 1,500m TLM","1 500 m hommes, réunion chefs d'équipe","남자 1,500m 대표자회의","Men's 1,500m Team Leaders Meeting","1 500 m hommes, réunion des chefs d'équipe","남자 1,500m 대표자회의",Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSM015T
SSK,M,1500M-------------,VICT,6,V,"Men's 1,500m Victory Ceremony","1 500 m hommes, cérémonie des vainqueurs","남자 1,500m 메달 시상식","Men's 1,500m Victory Ceremony","1 500 m hommes, cérémonie des vainqueurs","남자 1,500m 메달 시상식",Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSM015M
SSK,M,1500M-------------,----,8,,"Men's 1,500m",1 500 m hommes,"남자 1,500m","Men's 1,500m",1 500 m hommes,"남자 1,500m",,,,SSM0150
SSK,M,500M--------------,FNL-,3,1,Men's 500m,500 m hommes,남자 500m,Men's 500m,500 m hommes,남자 500m,,,,SSM2051
SSK,M,500M--------------,DRAW,7,D,Men's 500m Draw,"500 m hommes, tirage au sort",남자 500m 조추첨,Men's 500m Draw,"500 m hommes, tirage au sort",남자 500m 조추첨,Draw,Tirage au sort,조추첨,SSM205E
SSK,M,500M--------------,MEET,9,M,Men's 500m TLM,"500 m hommes, réunion chefs d'équipe",남자 500m 대표자회의,Men's 500m Team Leaders Meeting,"500 m hommes, réunion des chefs d'équipe",남자 500m 대표자회의,Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSM205T
SSK,M,500M--------------,VICT,6,V,Men's 500m Victory Ceremony,"500 m hommes, cérémonie des vainqueurs",남자 500m 메달 시상식,Men's 500m Victory Ceremony,"500 m hommes, cérémonie des vainqueurs",남자 500m 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSM205M
SSK,M,500M--------------,----,8,,Men's 500m,500 m hommes,남자 500m,Men's 500m,500 m hommes,남자 500m,,,,SSM2050
SSK,M,5000M-------------,FNL-,3,1,"Men's 5,000m",5 000 m hommes,"남자 5,000m","Men's 5,000m",5 000 m hommes,"남자 5,000m",,,,SSM0501
SSK,M,5000M-------------,DRAW,7,D,"Men's 5,000m Draw","5 000 m hommes, tirage au sort","남자 5,000m 조추첨","Men's 5,000m Draw","5 000 m hommes, tirage au sort","남자 5,000m 조추첨",Draw,Tirage au sort,조추첨,SSM050E
SSK,M,5000M-------------,MEET,9,M,"Men's 5,000m TLM","5 000 m hommes, réunion chefs d'équipe","남자 5,000m 대표자회의","Men's 5,000m Team Leaders Meeting","5 000 m hommes, réunion des chefs d'équipe","남자 5,000m 대표자회의",Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSM050T
SSK,M,5000M-------------,VICT,6,V,"Men's 5,000m Victory Ceremony","5 000 m hommes, cérémonie des vainqueurs","남자 5,000m 메달 시상식","Men's 5,000m Victory Ceremony","5 000 m hommes, cérémonie des vainqueurs","남자 5,000m 메달 시상식",Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSM050M
SSK,M,5000M-------------,----,8,,"Men's 5,000m",5 000 m hommes,"남자 5,000m","Men's 5,000m",5 000 m hommes,"남자 5,000m",,,,SSM0500
SSK,M,MS----------------,FNL-,3,1,Men's Mass Start Final,"Départ groupé hommes, finale",남자 매스스타트 결승,Men's Mass Start Final,"Départ groupé hommes, finale",남자 매스스타트 결승,Final,Finale,결승,SSM7001
SSK,M,MS----------------,SFNL,3,2,Men's Mass Start Semifinals,"Départ groupé hommes, demi-finales",남자 매스스타트 준결승,Men's Mass Start Semifinals,"Départ groupé hommes, demi-finales",남자 매스스타트 준결승,Semifinals,Demi-finales,준결승,SSM7002
SSK,M,MS----------------,DRAW,7,D,Men's Mass Start Draw,"Départ groupé hommes, tirage au sort",남자 매스스타트 조추첨,Men's Mass Start Draw,"Départ groupé hommes, tirage au sort",남자 매스스타트 조추첨,Draw,Tirage au sort,조추첨,SSM700E
SSK,M,MS----------------,MEET,9,M,Men's Mass Start TLM,"Départ groupé H, réunion chefs d'équipe",남자 매스스타트 대표자회의,Men's Mass Start Team Leaders Meeting,"Départ groupé hommes, réunion des chefs d'équipe",남자 매스스타트 대표자회의,Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSM700T
SSK,M,MS----------------,VICT,6,V,Men's Mass Start Victory Ceremony,"Départ groupé H, cérémonie vainqueurs",남자 매스스타트 메달 시상식,Men's Mass Start Victory Ceremony,"Départ groupé hommes, cérémonie des vainqueurs",남자 매스스타트 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSM700M
SSK,M,MS----------------,----,8,,Men's Mass Start,Départ groupé hommes,남자 매스스타트,Men's Mass Start,Départ groupé hommes,남자 매스스타트,,,,SSM7000
SSK,M,TEAMPU------------,FNL-,3,1,Men's Team Pursuit Finals,"Poursuite par équipes hommes, finale",남자 팀추월 결승,Men's Team Pursuit Finals,"Poursuite par équipes hommes, finale",남자 팀추월 결승,Finals,Finale,결승,SSM4081
SSK,M,TEAMPU------------,SFNL,3,2,Men's Team Pursuit Semifinals,"Poursuite par équipes H, demi-finales",남자 팀추월 준결승,Men's Team Pursuit Semifinals,"Poursuite par équipes hommes, demi-finales",남자 팀추월 준결승,Semifinals,Demi-finales,준결승,SSM4082
SSK,M,TEAMPU------------,QFNL,3,3,Men's Team Pursuit Quarterfinals,"Poursuite par équ. H, quarts de finale",남자 팀추월 준준결승,Men's Team Pursuit Quarterfinals,"Poursuite par équipes hommes, quarts de finale",남자 팀추월 준준결승,Quarterfinals,Quarts de finale,준준결승,SSM4083
SSK,M,TEAMPU------------,DRAW,7,D,Men's Team Pursuit Draw,"Poursuite par équ. H, tirage au sort",남자 팀추월 조추첨,Men's Team Pursuit Draw,"Poursuite par équipes hommes, tirage au sort",남자 팀추월 조추첨,Draw,Tirage au sort,조추첨,
SSK,M,TEAMPU------------,MEET,9,M,Men's Team Pursuit TLM,"Poursuite par équ. H, réun. chefs d'équ.",남자 팀추월 대표자회의,Men's Team Pursuit Team Leaders Meeting,"Poursuite par équipes hommes, réunion des chefs d'équipe",남자 팀추월 대표자회의,Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSM408T
SSK,M,TEAMPU------------,VICT,6,V,Men's Team Pursuit Victory Ceremony,"Poursuite par équ. H, cérémonie vainq.",남자 팀추월 메달 시상식,Men's Team Pursuit Victory Ceremony,"Poursuite par équipes hommes, cérémonie des vainqueurs",남자 팀추월 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSM408M
SSK,M,TEAMPU------------,----,8,,Men's Team Pursuit,Poursuite par équipes hommes,남자 팀추월 ,Men's Team Pursuit,Poursuite par équipes hommes,남자 팀추월 ,,,,SSM4080
SSK,W,------------------,----,8,,Ladies' Speed Skating,Patinage de vitesse femmes,스피드 스케이팅 여자,Ladies' Speed Skating,Patinage de vitesse femmes,스피드 스케이팅 여자,,,,SSW0000
SSK,W,1000M-------------,FNL-,3,1,"Ladies' 1,000m",1 000 m femmes,"여자 1,000m","Ladies' 1,000m",1 000 m femmes,"여자 1,000m",,,,SSW0101
SSK,W,1000M-------------,DRAW,7,D,"Ladies' 1,000m Draw","1 000 m femmes, tirage au sort","여자 1,000m 조추첨","Ladies' 1,000m Draw","1 000 m femmes, tirage au sort","여자 1,000m 조추첨",Draw,Tirage au sort,조추첨,SSW010E
SSK,W,1000M-------------,MEET,9,M,"Ladies' 1,000m TLM","1 000 m femmes, réunion chefs d'équipe","여자 1,000m 대표자회의","Ladies' 1,000m Team Leaders Meeting","1 000 m femmes, réunion des chefs d'équipe","여자 1,000m 대표자회의",Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSW010T
SSK,W,1000M-------------,VICT,6,V,"Ladies' 1,000m Victory Ceremony","1 000 m femmes, cérémonie des vainqueurs","여자 1,000m 메달 시상식","Ladies' 1,000m Victory Ceremony","1 000 m femmes, cérémonie des vainqueurs","여자 1,000m 메달 시상식",Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSW010M
SSK,W,1000M-------------,----,8,,"Ladies' 1,000m",1 000 m femmes,"여자 1,000m","Ladies' 1,000m",1 000 m femmes,"여자 1,000m",,,,SSW0100
SSK,W,1500M-------------,FNL-,3,1,"Ladies' 1,500m",1 500 m femmes,"여자 1,500m","Ladies' 1,500m",1 500 m femmes,"여자 1,500m",,,,SSW0151
SSK,W,1500M-------------,DRAW,7,D,"Ladies' 1,500m Draw","1 500 m femmes, tirage au sort","여자 1,500m 조추첨","Ladies' 1,500m Draw","1 500 m femmes, tirage au sort","여자 1,500m 조추첨",Draw,Tirage au sort,조추첨,SSW015E
SSK,W,1500M-------------,MEET,9,M,"Ladies' 1,500m TLM","1 500 m femmes, réunion chefs d'équipe","여자 1,500m 대표자회의","Ladies' 1,500m Team Leaders Meeting","1 500 m femmes, réunion des chefs d'équipe","여자 1,500m 대표자회의",Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSW015T
SSK,W,1500M-------------,VICT,6,V,"Ladies' 1,500m Victory Ceremony","1 500 m femmes, cérémonie des vainqueurs","여자 1,500m 메달 시상식","Ladies' 1,500m Victory Ceremony","1 500 m femmes, cérémonie des vainqueurs","여자 1,500m 메달 시상식",Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSW015M
SSK,W,1500M-------------,----,8,,"Ladies' 1,500m",1 500 m femmes,"여자 1,500m","Ladies' 1,500m",1 500 m femmes,"여자 1,500m",,,,SSW0150
SSK,W,500M--------------,FNL-,3,1,Ladies' 500m,500 m femmes,여자 500m,Ladies' 500m,500 m femmes,여자 500m,,,,SSW2051
SSK,W,500M--------------,DRAW,7,D,Ladies' 500m Draw,"500 m femmes, tirage au sort",여자 500m 조추첨,Ladies' 500m Draw,"500 m femmes, tirage au sort",여자 500m 조추첨,Draw,Tirage au sort,조추첨,SSW205E
SSK,W,500M--------------,MEET,9,M,Ladies' 500m TLM,"500 m femmes, réunion chefs d'équipe",여자 500m 대표자회의,Ladies' 500m Team Leaders Meeting,"500 m femmes, réunion des chefs d'équipe",여자 500m 대표자회의,Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSW205T
SSK,W,500M--------------,VICT,6,V,Ladies' 500m Victory Ceremony,"500 m femmes, cérémonie des vainqueurs",여자 500m 메달 시상식,Ladies' 500m Victory Ceremony,"500 m femmes, cérémonie des vainqueurs",여자 500m 메달 시상식,Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSW205M
SSK,W,500M--------------,----,8,,Ladies' 500m,500 m femmes,여자 500m,Ladies' 500m,500 m femmes,여자 500m,,,,SSW2050
SSK,W,3000M-------------,FNL-,3,1,"Ladies' 3,000m",3 000 m femmes,"여자 3,000m","Ladies' 3,000m",3 000 m femmes,"여자 3,000m",,,,SSW0301
SSK,W,3000M-------------,DRAW,7,D,"Ladies' 3,000m Draw","3 000 m femmes, tirage au sort","여자 3,000m 조추첨","Ladies' 3,000m Draw","3 000 m femmes, tirage au sort","여자 3,000m 조추첨",Draw,Tirage au sort,조추첨,SSW030E
SSK,W,3000M-------------,MEET,9,M,"Ladies' 3,000m TLM","3 000 m femmes, réunion chefs d'équipe","여자 3,000m 대표자회의","Ladies' 3,000m Team Leaders Meeting","3 000 m femmes, réunion des chefs d'équipe","여자 3,000m 대표자회의",Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSW030T
SSK,W,3000M-------------,VICT,6,V,"Ladies' 3,000m Victory Ceremony","3 000 m femmes, cérémonie des vainqueurs","여자 3,000m 메달 시상식","Ladies' 3,000m Victory Ceremony","3 000 m femmes, cérémonie des vainqueurs","여자 3,000m 메달 시상식",Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSW030M
SSK,W,3000M-------------,----,8,,"Ladies' 3,000m",3 000 m femmes,"여자 3,000m","Ladies' 3,000m",3 000 m femmes,"여자 3,000m",,,,SSW0300
SSK,W,5000M-------------,FNL-,3,1,"Ladies' 5,000m",5 000 m femmes,"여자 5,000m","Ladies' 5,000m",5 000 m femmes,"여자 5,000m",,,,SSW0501
SSK,W,5000M-------------,DRAW,7,D,"Ladies' 5,000m Draw","5 000 m femmes, tirage au sort","여자 5,000m 조추첨","Ladies' 5,000m Draw","5 000 m femmes, tirage au sort","여자 5,000m 조추첨",Draw,Tirage au sort,조추첨,SSW050E
SSK,W,5000M-------------,MEET,9,M,"Ladies' 5,000m TLM","5 000 m femmes, réunion chefs d'équipe","여자 5,000m 대표자회의","Ladies' 5,000m Team Leaders Meeting","5 000 m femmes, réunion des chefs d'équipe","여자 5,000m 대표자회의",Team Leaders Meeting,Réunion des chefs d'équipe,대표자회의,SSW050T
SSK,W,5000M-------------,VICT,6,V,"Ladies' 5,000m Victory Ceremony","5 000 m femmes, cérémonie des vainqueurs","여자 5,000m 메달 시상식","Ladies' 5,000m Victory Ceremony","5 000 m femmes, cérémonie des vainqueurs","여자 5,000m 메달 시상식",Victory Ceremony,Cérémonie des vainqueurs,메달 시상식,SSW050M
SSK,W,5000M-------------,----,8,,"Ladies' 5,000m",5 000 m femmes,"여자 5,000m","Ladies' 5,000m",5 000 m femmes,"여자 5,000m",,,,SSW0500
SSK,W,MS----------------,FNL-,3,1,Ladies' Mass Start Final,"Départ groupé femmes, finale",여자 매스스타트 결승,Ladies' Mass Start Final,"Départ groupé femmes, finale",여자 매스스타트 결승,Final,Finale,결승,SSW7001
SSK,W,MS----------------,SFNL,3,2,Ladies' Mass Start Semifinals,"Départ groupé femmes, demi-finales",여자 매스스타트 준결승,Ladies' Mass Start Semifinals,"Départ groupé femmes, demi-finales",여자 매스스타트 준결승,Semifinals,Demi-finales,준결승,SSW7002
SSK,W,MS----------------,DRAW,7,D,Ladies' Mass Start Draw,"Départ groupé femmes, tirage au sort",여자 매스스타트 조추첨,Ladies' Mass Start Draw,"Départ groupé femmes, tirage au sort",여자 매스스타트 조추첨,Draw,Tirage au sort,조추첨,SSW700E
