Discipline,Gender,Event,phase,Eventunit,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,Level,Order,schedule,medalflag,Eventunittype,cisSchedule,infoSchedule,Competition Schedule Description,ENG unit Description,FRA unit Description,POR unit Description
WR,M,175,3,50,Men's GR 75 kg Repechage Rnd 2,"Gréco-romaine, 75 kg - h, 2e repêchage","Luta GR, 75kg masc, 2a repescagem",Men's Greco-Roman 75 kg Repechage Round 2,"Lutte gréco-romaine, 75 kg - hommes, 2e tour repêchage","Luta greco-romana, 75kg masculino, segunda rodada da repescagem",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 75 kg Repechage Round 2,Repechage Round 2,2e tour repêchage,Segunda rodada da repescagem
WR,M,175,3,51,Men's GR 75 kg Repechage Rnd 2,"Gréco-romaine, 75 kg - h, 2e repêchage","Luta GR, 75kg masc, 2a repescagem",Men's Greco-Roman 75 kg Repechage Round 2,"Lutte gréco-romaine, 75 kg - hommes, 2e tour repêchage","Luta greco-romana, 75kg masculino, segunda rodada da repescagem",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Repechage Round 2,Repechage Round 2,2e tour repêchage,Segunda rodada da repescagem
WR,M,175,3,52,Men's GR 75 kg Repechage Rnd 2,"Gréco-romaine, 75 kg - h, 2e repêchage","Luta GR, 75kg masc, 2a repescagem",Men's Greco-Roman 75 kg Repechage Round 2,"Lutte gréco-romaine, 75 kg - hommes, 2e tour repêchage","Luta greco-romana, 75kg masculino, segunda rodada da repescagem",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Repechage Round 2,Repechage Round 2,2e tour repêchage,Segunda rodada da repescagem
WR,M,175,4,00,Men's GR 75 kg 1/8 Finals/Rep Rnd 1,"Lutte GR, 75 kg - h, 1/8 finale/rep. 1","Luta GR, 75kg masc, 1/8 / 1a repescagem",Men's Greco-Roman 75 kg 1/8 Finals/Repechage Round 1,"Lutte gréco-romaine, 75 kg - hommes, 8es de finale / 1er tour de repêchage","Luta greco-romana, 75kg masculino, oitavas de final/primeira fase da repescagem",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 75 kg 1/8 Finals/Repechage Round 1,1/8 Finals/Repechage Round 1,8es de finale / 1er tour de repêchage,Oitavas de Final /Primeira Fase da repescagem
WR,M,175,4,01,Men's GR 75 kg 1/8 Final,"Gréco-romaine, 75 kg - h, 1/8 finale","Luta GR, 75kg masculino, 1/8",Men's Greco-Roman 75 kg 1/8 Final,"Lutte gréco-romaine, 75 kg - hommes, 8e de finale","Luta greco-romana, 75kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg 1/8 Final 1,1/8 Final,8e de finale,Oitavas de Final
WR,M,175,4,02,Men's GR 75 kg 1/8 Final,"Gréco-romaine, 75 kg - h, 1/8 finale","Luta GR, 75kg masculino, 1/8",Men's Greco-Roman 75 kg 1/8 Final,"Lutte gréco-romaine, 75 kg - hommes, 8e de finale","Luta greco-romana, 75kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg 1/8 Final 2,1/8 Final,8e de finale,Oitavas de Final
WR,M,175,4,03,Men's GR 75 kg 1/8 Final,"Gréco-romaine, 75 kg - h, 1/8 finale","Luta GR, 75kg masculino, 1/8",Men's Greco-Roman 75 kg 1/8 Final,"Lutte gréco-romaine, 75 kg - hommes, 8e de finale","Luta greco-romana, 75kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg 1/8 Final 3,1/8 Final,8e de finale,Oitavas de Final
WR,M,175,4,04,Men's GR 75 kg 1/8 Final,"Gréco-romaine, 75 kg - h, 1/8 finale","Luta GR, 75kg masculino, 1/8",Men's Greco-Roman 75 kg 1/8 Final,"Lutte gréco-romaine, 75 kg - hommes, 8e de finale","Luta greco-romana, 75kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg 1/8 Final 4,1/8 Final,8e de finale,Oitavas de Final
WR,M,175,4,05,Men's GR 75 kg 1/8 Final,"Gréco-romaine, 75 kg - h, 1/8 finale","Luta GR, 75kg masculino, 1/8",Men's Greco-Roman 75 kg 1/8 Final,"Lutte gréco-romaine, 75 kg - hommes, 8e de finale","Luta greco-romana, 75kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg 1/8 Final 5,1/8 Final,8e de finale,Oitavas de Final
WR,M,175,4,06,Men's GR 75 kg 1/8 Final,"Gréco-romaine, 75 kg - h, 1/8 finale","Luta GR, 75kg masculino, 1/8",Men's Greco-Roman 75 kg 1/8 Final,"Lutte gréco-romaine, 75 kg - hommes, 8e de finale","Luta greco-romana, 75kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg 1/8 Final 6,1/8 Final,8e de finale,Oitavas de Final
WR,M,175,4,07,Men's GR 75 kg 1/8 Final,"Gréco-romaine, 75 kg - h, 1/8 finale","Luta GR, 75kg masculino, 1/8",Men's Greco-Roman 75 kg 1/8 Final,"Lutte gréco-romaine, 75 kg - hommes, 8e de finale","Luta greco-romana, 75kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg 1/8 Final 7,1/8 Final,8e de finale,Oitavas de Final
WR,M,175,4,08,Men's GR 75 kg 1/8 Final,"Gréco-romaine, 75 kg - h, 1/8 finale","Luta GR, 75kg masculino, 1/8",Men's Greco-Roman 75 kg 1/8 Final,"Lutte gréco-romaine, 75 kg - hommes, 8e de finale","Luta greco-romana, 75kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg 1/8 Final 8,1/8 Final,8e de finale,Oitavas de Final
WR,M,175,4,50,Men's GR 75 kg Repechage Rnd 1,"Gréco-romaine, 75 kg - h, 1e repêchage","Luta GR,75kg masc,1a fase da repescagem",Men's Greco-Roman 75 kg Repechage Round 1,"Lutte gréco-romaine, 75 kg - hommes, 1er tour repêchage","Luta greco-romana, 75kg masculino, primeira fase da repescagem",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 75 kg Repechage Round 1,Repechage Round 2,1er tour repêchage,Primeira Fase da repescagem
WR,M,175,4,51,Men's GR 75 kg Repechage Rnd 1,"Gréco-romaine, 75 kg - h, 1e repêchage","Luta GR,75kg masc,1a fase da repescagem",Men's Greco-Roman 75 kg Repechage Round 1,"Lutte gréco-romaine, 75 kg - hommes, 1er tour repêchage","Luta greco-romana, 75kg masculino, primeira fase da repescagem",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Repechage Round 1,Repechage Round 2,1er tour repêchage,Primeira Fase da repescagem
WR,M,175,4,52,Men's GR 75 kg Repechage Rnd 1,"Gréco-romaine, 75 kg - h, 1er repêchage","Luta GR,75kg masc,1a fase da repescagem",Men's Greco-Roman 75 kg Repechage Round 1,"Lutte gréco-romaine, 75 kg - hommes, 1er tour repêchage","Luta greco-romana, 75kg masculino, primeira fase da repescagem",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Repechage Round 1,Repechage Round 2,1er tour repêchage,Primeira Fase da repescagem
WR,M,175,5,00,Men's GR 75 kg Qualifications,"Gréco-romaine, 75 kg - h, qualifications","Luta GR, 75kg masc, classificatórias",Men's Greco-Roman 75 kg Qualifications,"Lutte gréco-romaine, 75 kg - hommes, qualifications","Luta greco-romana, 75kg masculino, classificatórias",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 75 kg Qualifications,Qualifications,Qualifications,Classificatórias
WR,M,175,5,01,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 1,Qualification,Qualification,Classificatória
WR,M,175,5,02,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 2,Qualification,Qualification,Classificatória
WR,M,175,5,03,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 3,Qualification,Qualification,Classificatória
WR,M,175,5,04,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 4,Qualification,Qualification,Classificatória
WR,M,175,5,05,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 5,Qualification,Qualification,Classificatória
WR,M,175,5,06,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 6,Qualification,Qualification,Classificatória
WR,M,175,5,07,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 7,Qualification,Qualification,Classificatória
WR,M,175,5,08,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 8,Qualification,Qualification,Classificatória
WR,M,175,5,09,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 9,Qualification,Qualification,Classificatória
WR,M,175,5,10,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 10,Qualification,Qualification,Classificatória
WR,M,175,5,11,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 11,Qualification,Qualification,Classificatória
WR,M,175,5,12,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 12,Qualification,Qualification,Classificatória
WR,M,175,5,13,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 13,Qualification,Qualification,Classificatória
WR,M,175,5,14,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 14,Qualification,Qualification,Classificatória
WR,M,175,5,15,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 15,Qualification,Qualification,Classificatória
WR,M,175,5,16,Men's GR 75 kg Qualification,"Gréco-romaine, 75 kg - h, qualification","Luta GR, 75kg masc, classificatória",Men's Greco-Roman 75 kg Qualification,"Lutte gréco-romaine, 75 kg - hommes, qualification","Luta greco-romana, 75kg masculino, classificatória",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 75 kg Qualification 16,Qualification,Qualification,Classificatória
WR,M,175,M,00,Men's GR 75 kg Victory Ceremony,"Gréco-romaine, 75 kg - h, remise méd.","Luta GR, 75kg masc, cer. premiação",Men's Greco-Roman 75 kg Victory Ceremony,"Lutte gréco-romaine, 75 kg - hommes, remise des médailles","Luta greco-romana, 75kg masculino, cerimônia de entrega das medalhas",Medals,17,Y,0,NONE,N,Y,Men's Greco-Roman 75 kg Victory Ceremony,Victory Ceremony,Remise des médailles,Cerimônia de entrega das medalhas
WR,M,185,0,00,Men's Greco-Roman 85 kg,"Gréco-romaine, 85 kg - hommes","Luta GR, 85kg masculino",Men's Greco-Roman 85 kg,"Lutte gréco-romaine, 85 kg - hommes","Luta greco-romana, 85kg masculino",Event,13,N,0,NONE,N,N,Men's Greco-Roman 85 kg,"","",""
WR,M,185,1,00,Men's GR 85 kg Finals,"Gréco-romaine, 85 kg - hommes, finales","Luta GR, 85kg masc, finais",Men's Greco-Roman 85 kg Finals,"Lutte gréco-romaine, 85 kg - hommes, finales","Luta greco-romana, 85kg masculino, finais",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 85 kg Finals,Finals,Finales,Finais
WR,M,185,1,01,Men's GR 85 kg Gold Medal,"Gréco-romaine, 85 kg - h, médaille d'or","Luta GR, 85kg masc, disputa pelo ouro",Men's Greco-Roman 85 kg Gold Medal,"Lutte gréco-romaine, 85 kg - hommes, combat pour la médaille d'or","Luta greco-romana, 85kg masculino, disputa pela medalha de ouro",EventUnit,15,Y,1,HATH,N,Y,Men's Greco-Roman 85 kg Gold Medal,Gold Medal,Combat pour la médaille d'or,Disputa pela medalha de ouro
WR,M,185,2,00,Men's GR 85 kg Semifinals/Bronze Finals,"Lutte GR, 85 kg - h, 1/2 finales/bronze","Luta GR, 85kg masc, 1/2 / final bronze",Men's Greco-Roman 85 kg Semifinals/Bronze Medal Finals,"Lutte gréco-romaine, 85 kg - hommes, demi-finales / finales pour la médaille ...","Luta greco-romana, 85kg masculino, semifinais / disputa pela medalha de bronze",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 85 kg Semifinals/Bronze Medal Finals,Semifinals/Bronze Medal Finals,Demi-finales / finales pour la médaille ...,Semifinais / Disputa pela medalha de bronze
WR,M,185,2,01,Men's GR 85 kg Semifinal,"Gréco-romaine, 85 kg - h, 1/2 finale","Luta GR, 85kg masculino, 1/2",Men's Greco-Roman 85 kg Semifinal,"Lutte gréco-romaine, 85 kg - hommes, demi-finale","Luta greco-romana, 85kg masculino, semifinal",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg Semifinal 1,Semifinal,Demi-finale,Semifinal
WR,M,185,2,02,Men's GR 85 kg Semifinal,"Gréco-romaine, 85 kg - h, 1/2 finale","Luta GR, 85kg masculino, 1/2",Men's Greco-Roman 85 kg Semifinal,"Lutte gréco-romaine, 85 kg - hommes, demi-finale","Luta greco-romana, 85kg masculino, semifinal",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg Semifinal 2,Semifinal,Demi-finale,Semifinal
WR,M,185,2,50,Men's GR 85 kg Bronze Medal Finals,"Gréco-romaine, 85 kg - h, finales bronze","Luta GR, 85kg masc, disputas pelo bronze",Men's Greco-Roman 85 kg Bronze Medal Finals,"Lutte gréco-romaine, 85 kg - hommes, finales pour la médaille de bronze","Luta greco-romana, 85kg masculino, disputas pela medalha de bronze",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 85 kg Bronze Medal Finals,Bronze Medal Finals,Finales pour la médaille de bronze,Disputas pela medalha de bronze
WR,M,185,2,51,Men's GR 85 kg Bronze,"Gréco-romaine, 85 kg - h, repêch. bronze","Luta GR, 85kg masc, repescagem bronze",Men's Greco-Roman 85 kg Bronze,"Lutte gréco-romaine, 85 kg - hommes, repêchage bronze","Luta greco-romana, 85kg masculino, repescagem pelo bronze",EventUnit,15,Y,2,HATH,N,Y,Men's Greco-Roman 85 kg Bronze 1,Bronze,Repêchage bronze,Repescagem pelo bronze
WR,M,185,2,52,Men's GR 85 kg Bronze,"Gréco-romaine, 85 kg - h, repêch. bronze","Luta GR, 85kg masc, repescagem bronze",Men's Greco-Roman 85 kg Bronze,"Lutte gréco-romaine, 85 kg - hommes, repêchage bronze","Luta greco-romana, 85kg masculino, repescagem pelo bronze",EventUnit,15,Y,2,HATH,N,Y,Men's Greco-Roman 85 kg Bronze 2,Bronze,Repêchage bronze,Repescagem pelo bronze
WR,M,185,3,00,Men's GR 85 kg 1/4 Finals/Rep Rnd 2,"Lutte GR, 85 kg - h, 1/4 finale/rep. 2","Luta GR, 85kg masc, 1/4 / 2a repescagem",Men's Greco-Roman 85 kg 1/4 Finals/Repechage Round 2,"Lutte gréco-romaine, 85 kg - hommes, quarts de finale / 2e tour de repêchage","Luta greco-romana, 85kg masculino, quartas de final/segunda rodada da repescagem",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 85 kg 1/4 Finals/Repechage Round 2,1/4 Finals/Repechage Round 2,Quarts de finale / 2e tour de repêchage,Quartas de Final/segunda rodada da repescagem
WR,M,185,3,01,Men's GR 85 kg 1/4 Final,"Gréco-romaine, 85 kg - h, 1/4 finale","Luta GR, 85kg masculino, 1/4 ",Men's Greco-Roman 85 kg 1/4 Final,"Lutte gréco-romaine, 85 kg - hommes, quart de finale","Luta greco-romana, 85kg masculino, quartas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg 1/4 Final 1,1/4 Final,Quart de finale,Quartas de Final 
WR,M,185,3,02,Men's GR 85 kg 1/4 Final,"Gréco-romaine, 85 kg - h, 1/4 finale","Luta GR, 85kg masculino, 1/4 ",Men's Greco-Roman 85 kg 1/4 Final,"Lutte gréco-romaine, 85 kg - hommes, quart de finale","Luta greco-romana, 85kg masculino, quartas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg 1/4 Final 2,1/4 Final,Quart de finale,Quartas de Final 
WR,M,185,3,03,Men's GR 85 kg 1/4 Final,"Gréco-romaine, 85 kg - h, 1/4 finale","Luta GR, 85kg masculino, 1/4 ",Men's Greco-Roman 85 kg 1/4 Final,"Lutte gréco-romaine, 85 kg - hommes, quart de finale","Luta greco-romana, 85kg masculino, quartas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg 1/4 Final 3,1/4 Final,Quart de finale,Quartas de Final 
WR,M,185,3,04,Men's GR 85 kg 1/4 Final,"Gréco-romaine, 85 kg - h, 1/4 finale","Luta GR, 85kg masculino, 1/4 ",Men's Greco-Roman 85 kg 1/4 Final,"Lutte gréco-romaine, 85 kg - hommes, quart de finale","Luta greco-romana, 85kg masculino, quartas de final ",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg 1/4 Final 4,1/4 Final,Quart de finale,Quartas de Final 
WR,M,185,3,50,Men's GR 85 kg Repechage Rnd 2,"Gréco-romaine, 85 kg - h, 2e repêchage","Luta GR, 85kg masc, 2a repescagem",Men's Greco-Roman 85 kg Repechage Round 2,"Lutte gréco-romaine, 85 kg - hommes, 2e tour repêchage","Luta greco-romana, 85kg masculino, segunda rodada da repescagem",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 85 kg Repechage Round 2,Repechage Round 2,2e tour repêchage,Segunda rodada da repescagem
WR,M,185,3,51,Men's GR 85 kg Repechage Rnd 2,"Gréco-romaine, 85 kg - h, 2e repêchage","Luta GR, 85kg masc, 2a repescagem",Men's Greco-Roman 85 kg Repechage Round 2,"Lutte gréco-romaine, 85 kg - hommes, 2e tour repêchage","Luta greco-romana, 85kg masculino, segunda rodada da repescagem",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg Repechage Round 2,Repechage Round 2,2e tour repêchage,Segunda rodada da repescagem
WR,M,185,3,52,Men's GR 85 kg Repechage Rnd 2,"Gréco-romaine, 85 kg - h, 2e repêchage","Luta GR, 85kg masc, 2a repescagem",Men's Greco-Roman 85 kg Repechage Round 2,"Lutte gréco-romaine, 85 kg - hommes, 2e tour repêchage","Luta greco-romana, 85kg masculino, segunda rodada da repescagem",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg Repechage Round 2,Repechage Round 2,2e tour repêchage,Segunda rodada da repescagem
WR,M,185,4,00,Men's GR 85 kg 1/8 Finals/Rep Rnd 1,"Lutte GR, 85 kg - h, 1/8 finale/rep. 1","Luta GR, 85kg masc, 1/8 / 1a repescagem ",Men's Greco-Roman 85 kg 1/8 Finals/Repechage Round 1,"Lutte gréco-romaine, 85 kg - hommes, 8es de finale / 1er tour de repêchage","Luta greco-romana,85kg masculino, oitavas de final/primeira rodada da repescagem",Phase,14,N,0,NONE,N,N,Men's Greco-Roman 85 kg 1/8 Finals/Repechage Round 1,1/8 Finals/Repechage Round 1,8es de finale / 1er tour de repêchage,"Luta greco-romana,85kg masculino, Oitavasde Final/primeira rodada da repescagem "
WR,M,185,4,01,Men's GR 85 kg 1/8 Final,"Gréco-romaine, 85 kg - h, 1/8 finale","Luta GR, 85kg masculino, 1/8",Men's Greco-Roman 85 kg 1/8 Final,"Lutte gréco-romaine, 85 kg - hommes, 8e de finale","Luta greco-romana, 85kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg 1/8 Final 1,1/8 Final,8e de finale,Oitavas de Final
WR,M,185,4,02,Men's GR 85 kg 1/8 Final,"Gréco-romaine, 85 kg - h, 1/8 finale","Luta GR, 85kg masculino, 1/8",Men's Greco-Roman 85 kg 1/8 Final,"Lutte gréco-romaine, 85 kg - hommes, 8e de finale","Luta greco-romana, 85kg masculino, oitavas de final",EventUnit,15,Y,0,HATH,N,Y,Men's Greco-Roman 85 kg 1/8 Final 2,1/8 Final,8e de finale,Oitavas de Final
